Type,Description,Community,List Price,Sold Price,Taxes,Street Name,St#,Bedroom,BedPlus,Baths,Front,Parking Drive Spaces,Depth,Garage Type,Pool,Remarks For Brokers,Remarks For Clients,Extras,Basement1,Basement2
Detached,2-Storey,Highbush,"$799,900","$822,000","$5,900",Secord,123,3,,3,42,2,108,Attached,None,"No Disappointments Here! Show W/Confidence, Offers Gratefully Accepted Tuesday July 4th @ Office @ 7Pm, Please Register By 5:00 - Attach Sch B & 801, Measurements As Per Plan,Note Location On Map! Don't Miss This Great Opportunity,Located In The Highly Sought After Highbush Area!","Prestigious Valley Ridge On The Rouge,Unique Flowing Open Concept Design,Great Entertainers Home,Vaulted & 9' Ceilings M/Flr,3 Bdrm,3 Baths,6 Apply's,Gas Fp,Bambo-Bdrlm-Ceramic Flr's.,Circular Staircase,Kit W/O To Deck W/Super Views,Master W/I & Dble Closets-Ensuite W/Sep Shower & Soaker Tub,Clean-Bright & Spacious,W/O Bsmt-Ready To Be Finished,Pro.Front Landscaping & Interlocked,Easy Access To 401/407,Rare Blend Of Size,Quality,Location & Value,This + More!","Fridge,Gas Stove,Dishwasher,Clothes Washer & Dryer,Freezer,Hi Eff Gb&E (2016),Cac,Hwt(R),Elf's+Ceiling Fans,Window Coverings,Cvac,Alarm-No Monitoring,Bdrlm W/Laid,Patio Table/Umbrella,Gas Bbq,Projector Screen,Re-Shingled Approx/11,Survey",Unfinished,W/O
Att/Row/Twn...,2-Storey,Highbush,"$549,000","$530,000","$3,545",Sparrow,304,3,,2,20,2,98,Attached,None,"Pls Attach Sch. B & Form 801To All Offers. Lockbox For Easy Showing ,Email All Offers To Khurshidgw@Gmail.Com","Fantastic Opportunity To Own This Fabulous 3 Bdrm Freehold Townhome In A Desirable Area Of Pickering. Freshly Painted, Clean And Spacious. Enjoy The Open Concept Main Floor With Walk Out To A Fenced In Private Backyard. Updated Kitchen With New Granite Countertop, Pot Lots On Main Floor, Finished Basement, Neutral Decor. Move-In Ready. .","Fridge, Stove, B/I Dishwasher, All Window Coverings, All Electrical Light Fixtures,",Finished,
Att/Row/Twn...,2-Storey,Highbush,"$609,000","$595,000","$4,540",Treetop,1967,3,,3,20,2,103,Built-In,None,Shows Well. Neutral Colours. Move-In-Ready. Attach Sched B. Email Offers To Teamottino@Hotmail.Com,"Sun Filled 3 Bedroom Freehold Townhouse! Featuring: Modern Luxuries, Upgrades & Extras. Main Flr Open Concept,9'Ceilings, Upgraded Kitchen. Cabinets /Accent Lighting, Fireplace, Living Room With Walk-Out Deck, Master Bedroom Has 4 Piece(Oval Soaker Tub & Sep.Shower). 2nd Floor Computer Nook, Plus Builder Finished .Bsmt With Media, Rec Room, Pot Lights, Separate.Laundry Room & Cantina. Landscaped Garden. Fully Fenced Yard","Sun Deck Canopy/Awning, Fridge, Stove, D/W, Built In Microwave, Hood Fan, Front Load W & D, All Upgraded Elf's, All Window Coverings, California Shutters, Central Air, R/I Cvac, Garage Door & Remotes",Finished,
Detached,2-Storey,Highbush,"$995,000","$1,090,000","$6,800",Waterford,279,4,2,4,42,4,123,Attached,None,"24 Hr Advance Notice For Appointments. Seller Does Not Warrant Retrofit Status Of Basement. Buyer/Buyer Agent To Verify Measurements & Taxes. Showings 10Am-8Pm Daily. Offers W 48Hr Irrev. La Email: Asimkhan@Rogers.Com - Attach: 801, Ccr, Sched B. * Vacant Possession","Spacious & Bright Executive Home. Features Large Custom Kitchen, Stainless Cabinets, Double Fridge, Beautiful Granite Central Island + Pantry. Open Concept Family Room W Fireplace. Main Floor Office & Laundry. Gorgeous Central Staircase Leads To Master Bedroom With Ensuite Bathroom, Double Sink, Walk In Closet & 2nd Closet. Bright Basement Walk Out To Large Deck & Back Yard. Open Kitchen & Bsmt Living Rm. 2 Bedrooms. Full Bath With Laundry. Workshop","Appliances: Stainless Steel Double Fridge, Stove, Dishwasher, Vent Hood, Washer & Dryer. Jacuzzi Tub In Master. Basement Fridge & Stove. Furnace, Air Conditioning. Power Panel Upgrade - 150Amp Service",Fin W/O,Full
Link,2-Storey,Highbush,"$714,000","$695,000","$4,510",White Pine,105,3,,4,27,2,108,Attached,None,"Hwt Rental $17.49/Mo. Pride Of Ownership Shines Through, Steps To Schools & Parks. Proximity To 401 & 407, Go Train. Please Attach Sched A & B, Form 801 & Mortgage Pre-Qual W/Offers. No Showings Past 8:00Pm Young Children. **Showing Confirmation & Notifications Sent Via Email**","Gorgeous Renovated Home Nestled In The Rouge Valley Conservation Area! Reno'd Kitchen W/Soft Close Cabinets, Large Pantry, Granite Counter, Crown Moulding, Backsplash, O/C Living & Dining Rms W/Californian Shutters. Finished Rec Rm W/Play Area, Office & Tons Of Storage. Cozy Family Rm W/Gas Fireplace, Lots Of Natural Light! Entrance Fr Garage, Large Deck Ideal For Entertaining, Backs Onto Ravine, **No Neighbours Behind!!!** Home Inspection Report Available.","Gb&E '10, Windows '10/'11, Cac, Cvac, Humidifer, Hepa Filter, Roof '14, Kitchen '13, Baths '13/'15, Incl:S/S Fridge, Stove, B/In Dishwasher, Washer & Dryer, Blinds. Excl' Chandelieres In Both Girls' Bedrooms & Curtain & Rod In Master.",Finished,
Vacant Land,,Highbush,"$749,900","$749,900","$3,533",Woodview,1782,,,0,50,,272,,,Make An Appointment Through The Lockbox,"Beautiful Flat Building Lot Located On A Premium Street Surrounded By Million Dollar Homes. 50X272.15 Services Are At The Street, Buyer Is Responsible For Bringing Them Into The Property.",*** Do Not Walk Property Without An Appointment**,,
Detached,2-Storey,Highbush,"$899,900","$899,900","$6,683",Woodview,1903,4,1,4,49,4,108,Built-In,Inground,Speak To L/A About Brand New Custom Kitchen On Order. Please Attach Schedule B And Use Offer Summary. Seller Requests Deposit In Form Of Bank Draft. Exclude Din Rm Elf,"Why Drive To The Cottage? Amazing Combination Of Natural Greenspace Setting And Relaxing Oasis Backyard. Prestigious West Pickering Just Steps From The Rouge. Brilliantly Laid Out Four Bedroom Home Walking Distance To Schools. Fully Finished Basement With Wet Bar, 2Sided Gas Fp, 3 Piece Bath, 5th Bedroom. Short Drive To 401/407, Toronto Zoo. Open Concept Layout With 9 Foot Ceilings! Vaulted Kit/Great Room.","Massive Deck O'looking A Spectacular Salt Water Pool With New Heater. Existing Fridge, Stove, B-I Dishwasher, Washer/Dryer. Elf's (Exl Dr), Gas Furnace, Cac, Cvac (As Is). New Shingles Less Than 2 Years Old. Great Storage Throughout",Finished,
Semi-Detach...,2-Storey,Liverpool,"$577,888","$560,000","$3,470",Anton,1332,3,,3,26,2,115,Attached,None,*Demand Central Pickering Location*This One Is A Beauty*Home Is Only Attached At Garage&Master Bedroom Above*The Rest Of The Home Is Detached Above Grade*Pls Allow 24 Hrs Irrevocable As Seller Is Out Of Town*Email Form 801 To Whitbyfrontdesk@Sutton.Com*Incl: Schedule B To Offer*,"*Demand Central Pickering Location*Walk To Pickering Town Centre,Library,Theatre,Rec/Center,Loblaws,School&Parks*5 Min Drive To 401,Go Train&Lake W/Beach,Marina&Walking Trails**You Won't Want To Miss This Beauty*Approx 1500 Sq Ft *Pride Of Ownership*This Home Has Character*Open Concept Liv/Rm-Din/Rm Overlooks Backyard,Family Size,Eat-In Kitchen W/Built-In Cook-Top& Sep Oven,Brkfast Area W/Bay Window&Modern Upgraded Powder Room*Mbr Offers 4Pce Ens W/Walk-In Cl",*Spacious Upper Landing Ideal For Sitting Area+So Much More!*Dble Driveway-No Sidewalk*Private Side Entrance*Upgraded Roof Shingles&Windows*You Will Not Be Disappointed With This Meticulously Maintained Home*See Multimedia Attached*,Full,
Detached,2-Storey,Liverpool,"$1,389,500","$1,360,000","$8,575",Baylawn,870,4,,4,42,4,205,Attached,Inground,"Bar Fridge In Bsmnt, All Window Coverings, California Shutters, Inground Pool And All Equip. Including Safety Cover..","Wow What A Location!!! Welcome To This Fully Renovated Home Located On A Child Safe Court With A Huge Private Pie-Shape Ravine Lot. Over 200K Spent On Renovations Which Include New Custom Kit. With Granite Counters/Marble Flrs, Hardwood Flrs Thru-Out, All 4 Renovated Bathrooms, New Broadloom In W/Out Bsmnt, Newer Hi-Eff Furnace/Ac, Huge Deck With Gas Bq Line, Prof. Landscaped Front To Back With Interlock Front Entrance/Driveway/Sidewalk And Rear Patio.","Have The Best Of Both Worlds!! A Stunning Home On One Of The Best Lots In Pickering. Click On Virtual Tour For All Pictures. Extras: S/S Gas Stove,Fridge,B/I Dishwasher,Washer,Dryer,Cac,Cvac & Equip. Gdo Inground Sprinkler System,",Fin W/O,
Semi-Detach...,2-Storey,Liverpool,"$599,900","$571,000","$3,799",Bowler,1981,3,,2,30,2,105,Built-In,None,"**Listed By: Royal Lepage Proalliance Realty**613-394-4837**Campitelli, Rena**647-907-0717**Furnace Rental 69.50/Mth Hwt Rental Enbridge Gas","Great Location For This Spacious Semi In Family Oriented ""Glendale"" Area Of Pickering.Great Layout W/ Lrg Princ Rms & Fab Cathedral Ceilings, Updated Kit With S/S Appls,Sep Dr That O/Looks Bright Liv With Lrg Windows, Wood Burning F/P & Update Sliding Dr('14), W/O To Patio & Nicely Treed,3 Lg Bdrms,Updated Main Bath('13), Unique Multi-Level Design T/Out,Lg Rec Rm W/Newer Bdlm('16),Walk To Go, Convenient Bus On Street,Near Beach At Frenchmans Bay,45 Min","**Interboard Listing: Quinte & District Association Of Realtors** Incl: All Elfs, Window Coverings, Fridge, Stove, Dishwasher, Microwave, Washer, Dryer, Shed, Patio Set, Bbq, Hwt & High Efficiency Furnace Is A Rental,",Finished,
Att/Row/Twn...,3-Storey,Liverpool,"$579,000","$540,000","$3,089",Brands,1356,3,,2,22,2,110,Built-In,None,"Seller & Seller Agent Are Not Responsible All Taxes & All Measurements Buyer/Buyer Agent Must Verify. Please Attach 801 Form, Sched 'B' To All Offers, Certified Chq. Thank You For Showing","Bright And Spacious 3 Bdrm Freehold Townhouse Home In Desirable Liverpool Community. Enjoy Main Floor With Family Room W/O To Big Deck. Fresh New Paint. Enjoy 2nd Floor Living/Dining Room With Laminate Floor And O/Looks Park & Garden. S/S Appliances, 2Pc Washroom And Kitchen. Enjoy The Sun From Huge Deck. This Open Concept 2nd Level Features Crown Moulding. Roof Done 2 Years, Close To Highway 401, Mall, Shopping, School, Go St.. Must See Will Not Stay Long.","S/S Fridge, S/S Stove, B/I Dishwasher, Washer & Dryer, Gas Burner & Equipment, All Existing Elfs, Window Coverings. O/H June 3 & 4 2-4 Pm. All Are Welcome !! 3rd Floor With New Engineered Laminate Floor, New Toilet Seat &Floor Main Bathroom",Fin W/O,
Detached,Sidesplit 5,Liverpool,"$674,900","$685,000","$4,571",Bronte,1825,3,,3,45,2,123,Attached,None,"Please Allow 48 Hrs Irrevocable On All Offers As Per Seller Direction. Hwt Rental 27.60 Monthly. No Wett On Woodstove In Family Room. No Survey On File. 2 Offers Registered, Being Presented June 26 Around 6-7Pm.","I Have Had The Same Owners For My Entire Life!! I Can't Believe I Am Being Listed For Sale For The 1st Time Ever. I Have Been Recently Updated, And Am Looking For A New Family To Give Me My Final Touches To Complete My Look. I Am Located On A Quiet Street, In A Wonderful Neighborhood With A Great Size Lot. There Is Some Green Space In Close Proximity, And Am Surrounded By Many Amenities. For The Commuters Of Interest, The 401 Is Just A Few Short Minutes Away.",,Unfinished,
Detached,2-Storey,Liverpool,"$799,000","$790,000","$5,341",Brookshire,1912,3,1,4,37,2,118,Built-In,None,Fantastic Opportunity To Be In This Great Neighbourhood! Offers Welcome Anytime. Please Include Sch B & Disclosure As La Is Related To Seller.,"Amazing ""John Boddy"" Scotchbrook Model Featuring Spacious Main Rooms, Fantastic Family Room, Cozy Living & Dining Areas,Family Sized Kitchen Walking Out To Huge Wooden Deck! Pie Shaped Lot 300 Sq Ft Wooden Deck, Nicely Landscaped. High Demand Neighbourhood With Great Schools, Well Sought After John Boddy Community! In-Law Suite Basement!","Newer Stainless Steel Fridge,Stove,Dishwasher,Washer/Dryer,Cac,Gb&E,Hardwood & Engineered Wood Throughout,All Elfs & Pot Lights,All Window Coverings,Garage Door Opener. Large Double Door-Double Car Garage! Amazing John Boddy Layout/Quality.",Finished,
Detached,2-Storey,Liverpool,"$649,900","$639,000","$4,304",Canborough,1237,3,1,4,49,4,111,Built-In,None,"View Attachments. Schedule B, Form 801 & Copy Of Buyer's Mortgage Pre-Approval And Deposit With All Offers. Schedule A To Listing Agreement Attached. Conf & Other Notifications To Be Sent By Email. Pls Conf Email With Reception.","Beautiful Home In A Truly Fabulous Neighborhood! Close To All Amenities! Schools! Transit! Shopping! 401! Parks! Rec Centre! Mature Area! Lovely Curb Appeal! Bright! Clean! Extremely Well Maintained! Spacious Entry! Gleaming Hardwood On The Main Floor! Fireplace! Eat In Kitchen! Spacious Rooms! 2 Walk Outs Newer Deck! Tranquil, And Extremely Private Yard!A Must See! Finished Bsmt! 1 Bedroom! 4 Pce Bath! Rec Room! Cold Cellar! Storage! Perfectly Designed!**","**Garden Shed**. Fridge, Stove, Washer, Dryer All Electrical Light Fixtures.",Finished,
Detached,2-Storey,Liverpool,"$697,800","$690,000","$4,350",Cedarcroft,1215,4,1,4,35,4,126,Attached,None,"Pls Attach Schedule B & Form 801 To Offers, Certify Deposit Cheque ***O.H For Sun July 30th Cancelled **","Welcome Home:""Beautifully Upgraded Thru-Out - Finished Top To Bottom In One Of Pickerings Most Desired And Sought Neighbourhoods! ""Mapleridge"" - Modern Kitchen With Large Family Eat Area - Open To Formal Liv Room With W/O To Large Deck And Private Backyard. Mn Floor Family Rm W/ F.P Large Master Suite W/ New 3 Pce Bath And Large W/I Closet..Prof Fin Bsmt W/ Sep. Ent., 5th Bdrm, Office, Rec Room And 3 Pce Bath In-Law Suite! Close To Shopping, Schools, Parks","Gb And Equip , Central Air,Central Vac And Equip . Fridge,Stove,Dishwasher, Window Coverings & Blinds, Elf's, Gar Door Opener And Remote - Check Sched For Complete List Of Upgrades",Finished,Sep Entrance
Detached,2-Storey,Liverpool,"$899,800","$850,000","$6,863",Darwin,896,4,1,4,45,2,110,Attached,None,"Email Offers To Shiv@Bansalteam.Com. Include Schedule B, Survey And Form 801 Attached.","Beautifully Maintained Detached 4+1 Bedroom 4 Bath Home. Hardwood & Ceramic Thru-Out Main. Family Rm. Features A Gas Fireplace. Walk-Out To Deck, Hot Tub + Private Yard. 4 Large Bedrooms On 2nd. French Doors Lead To The Master Equipped W/ 6 Pc Ensuite, Walk-In Closet + Large Bay Window. Basement Finished To Perfection! Water Feature And Flagstone Patio. Sprinkler System In Front & Back. Gas Line For Bbq. New Central Air","Fridge, Stove, Stainless Steel Dishwasher, B/I Microwave, Washer, Dryer Bsmt ( Bar & Wall Unit), Hot Tub, New Central Air, Family Room Wall Units Gar Dr. Opnr & Remotes, Alarm Sys, Hwt(R). Exclude (Bsmt Fridge & Freezer)",Finished,
Detached,2-Storey,Liverpool,"$775,000","$776,000","$5,217",Echo Point,1716,3,,3,10,4,40,Attached,Inground,"Hwt (R) Enbridge $20.98/Mo. Show:Min. 2Hr. Offers Sun. July 16 @ 4:30Pm. Register No Later Than 4:15Pm. Via Form 801 To Jactan.Sutton@Gmail.Com & Text Notification To (905) 718-9563. Pls. Incl Sched.""B"" & Plan.","Hidden Gem On Quiet Court! John Boddy Scotchbrook Model Offers Impressive Stamped Concrete Front Walkway Thru To Back Prem.Lot, Custom Widened Freshly Topped Dble. Drive. Covered Front Niche Provides A Cozy Porch O/L Gardens. Etched Glass Frt. Dr., Hdwd Foyer & Kit.,Fam Rm & Bdrm. Beautifully Renov. Kit.>cupboards,Backsplash & Quartz Counters, Renov.2Pc., 4Pc & Mbr Ensuite. Glistening I/G Pool W/Stamped Concrete Border Provides A Priv. Oasis","Elfs, Blinds, 2016 Reno. Kit> Quartz Counter & Tile Backsplash, 2012>ss Fridge, Dble Oven, B/I Dish. & Micro., Lau. 2014 Washer & Dryer, 2013 Furn., I/G Pool>2017 Solar Blanket & 2015 Liner, 2014 Gdo+2 Remotes. Pls See Attached List.",Full,Unfinished
Att/Row/Twn...,3-Storey,Liverpool,"$549,900","$550,000","$2,974",Everton,1384,3,,3,22,2,110,Attached,None,"Buyer To Verify All Taxes, Fees, Measures, Descriptions. All Offers To Include Schedule B & Form 801. Please Allow For A 24-Hour Irrevocable On All Offers. As Much Notice As Possible For Showings Please.","Stunning Finishes In This Lovely 3 Bed, 3 Bath Town Home In A Quiet But Central Area Of Pickering. You'll Love The Coffered Ceiling, Pot Lights, Fireplace & Hardwood Flooring In The Living Area! Walk Out To A Large Deck From Formal Dining Room. Updated Kitchen W/ Ceramic Floors, Back Splash, Pot Lights, & Lots Of Cupboards. Upstairs To Three Spacious Bedrooms, The Master With A Walk In Closet & Ensuite Bath. Luxe Granite & Ceramic Detail In 2nd Upstairs Bath!","Large Rec Room In Finished Basement With Cozy Gas Fireplace Is The Perfect Place For Entertaining! Walk Out To Patio With Bbq Gas Line. Garage Heater & Electric Opener Included! Location Is Close To Transit, 401, Parks, Schools & Shopping!",Finished,
Att/Row/Twn...,2-Storey,Liverpool,"$499,900","$490,000","$3,469",Faylee,1894,3,,2,22,2,113,Built-In,None,"Buyer/Ba To Verify All Measurements And Taxes. Please Attach Schedule B To All Offers. Offer Presentation Date Wednesday August 16th At 7Pm. All Offers Are Welcome. Motivated Sellers, Must Sell.","Location! Location! Location! Move In Condition Bright & Spacious Freehold 3Bdrm Twnhse In Desirable Liverpool Community. Enjoy A Great Layout W/Main Flr Living Rm & W/O To Large Beautiful Deck. New Insulation (2013), Roof Re-Shingled (2009) With Transferable Warranty. New Grg Door (2016). $$$ Spent On Reno's. New Fresh Paint. New Flooring In Hallway. Newly Finished Bsmt, Newly Renovated Washrooms. Close To Schools, Mall, Rec Centre, Go Train,& Close To Hwy.","Fridge, Stove, Dishwasher, Washer, Dryer, Gas Fireplace, All Elfs, Hot Water Tank Owned.",Finished,Full
Detached,2-Storey,Liverpool,"$855,000","$825,000","$5,679",Fieldstone,1203,4,1,4,44,4,110,Attached,None,"All Offers To Include 24Hr Irrevocable. Excl: Tv In Family Room And Basement. See Disclosure Attached. Incl: Sched A,B, Form 801 And Copy Of Deposit With Offer. Contact Erika Roberts With Any Inquiries 647-289-9369. Show Conf By Email. Conf Email Address With L/B.","Look No Further Your Dream Home Has Now Become Available! This 4 + 1 Bedroom, 4 Bathroom House Is Situated In The Prestigious Maple Ridge Area. Whether You Are Enjoying The Great Backyard Space Or Cozying Up In Front Of The Fireplace This Home Is Ideal For Any Family. No Work To Be Done Here! Finished Basement, Gleaming Hardwood And A Spacious Updated Kitchen. This Home Is Move In Ready!","Incl: All Appliances, Window Coverings, Electrical Light Fixtures & 2 Garage Door Openers/Remotes .Pot Lights, Master Bathroom Reno,Mudroom, Gas Line For Bbq And Garage Dry Walled All 2016. Kitchen Backsplash & Freshly Painted 2017.",Finished,
Att/Row/Twn...,3-Storey,Liverpool,"$668,800","$673,000","$4,400",Glenanna,1299,3,,3,18,2,67,Built-In,None,Buyer To Verify Taxes Measurements. Plse Complete Offer On Potl Form. Email Offers: Cstergiu@Trebnet.Com Seller Is Not In Town. Lock All Doors. Plse Include Schedule B & Form 801,"Opn Hse Sat July 15 2-4! Sun 11-1 Move Right In! 3 Bdrm,2 Car Grge! High End Brazillian Hrdwd Throughout Entire Home & Upgraded Ceramic Tile In Bath & Kitchen! Double Pots&Pans Drawers, Pantry! Ss Appliances! Gorgeous Granite! Upgraded Faucets In Kitch & Baths! Custom Backsplash! Pot Lights In Family Room! Metal Rail Pickets W/Sleek Black Finish! Extended Centre Island & Granite! Bbq Gas Line Patio Off Kitchen! Grge Entry! Upgraded Quartz & Tile In All Baths!","Walk To Pickering Town, Transit & Shopping! Mins. To 401 & 407! Master W/4Pce, Jacuzzi Tub, Sep. Shower & Pot Lights! Large Windows! Impressive Staircase! Bright & Airy! Over 50K In Upgrades! Modern & Sophisticated! Beautifully Appointed",Unfinished,
